comment,language,sentiment
"ang tagal ng delivery, hanggang ngayon wala pa ring updates tungkol sa order ko!",Filipino,negative
"hindi ko alam kung nasaan na yung package ko, hindi pa rin dumating after two weeks!",Filipino,negative
"nagka-mistake sa delivery address, tapos ang tagal bago nila na-resolve!",Filipino,negative
"sobrang late na ng delivery ko, parang wala silang sense of urgency!",Filipino,negative
"walang proper updates, kung kailan dumating, hindi ko na alam kung anong nangyari sa order ko!",Filipino,negative
hindi man lang ako tinawagan para sabihan kung anong oras darating yung package ko!,Filipino,negative
"ang bagal ng delivery, tapos pagka-dating ng order ko, damaged pa!",Filipino,negative
"yung order ko hindi dumating on time, tapos parang wala pa silang ginawa para i-resolve!",Filipino,negative
"hindi ko pa natanggap yung item ko, ang bagal ng courier service, nakakainis na!",Filipino,negative
"sobrang tagal dumating yung order ko, tapos malayo pa yung location ng courier, maghihintay pa ako ng matagal!",Filipino,negative
"sobrang delayed ng order ko, may mga ibang orders na dumating na maaga, pero ako late!",Filipino,negative
"wala akong update tungkol sa package ko, tapos ang bagal dumating!",Filipino,negative
"hindi ko pa natanggap yung order ko after two weeks, sobrang tagal, nakakainis!",Filipino,negative
"nasira yung item ko during shipping, tapos hindi pa nila nirefund or pinalitan, sobrang disappointment!",Filipino,negative
"hindi ko natanggap yung package ko, tapos hindi ko na alam kung anong nangyari sa courier!",Filipino,negative
"sobrang tagal ng delivery, tapos wala pang updates kung nasaan yung order ko!",Filipino,negative
"nasira yung packaging ko, kaya na-disappoint talaga ako sa delivery service!",Filipino,negative
"ang bagal ng shipping process, hindi ko natanggap on time yung order ko!",Filipino,negative
"hindi ko pa rin natanggap yung package ko, tatlong linggo na wala pa ring movement!",Filipino,negative
"ang daming delays, tapos wala ni isa sa kanila nagsabi kung anong nangyari sa order ko!",Filipino,negative
"hindi ako nakuha ng delivery guy, tapos hindi na siya nag-follow up, hindi ko alam kung anong nangyari sa order ko!",Filipino,negative
"ang tagal dumating ng order ko, wala ring follow up na ginawa, sobrang frustrating!",Filipino,negative
"wala na akong balita sa delivery ko, hanggang ngayon hindi ko pa rin nakukuha!",Filipino,negative
"super delayed yung order ko, parang walang effort sa pag-handle ng delivery!",Filipino,negative
"ang bagal dumating ng item ko, parang hindi pinaprioritize ang mga deliveries!",Filipino,negative
"walang transparency sa tracking, kaya hindi ko alam kung nasaan na yung order ko!",Filipino,negative
"ang bagal ng delivery service, hindi pa dumating yung item ko hanggang ngayon!",Filipino,negative
"wala akong update sa package ko, ang tagal dumating, nakakainis na!",Filipino,negative
"hindi ko natanggap on time yung order ko, tapos hindi pa nila sinabihan kung kailan dadating!",Filipino,negative
"sobrang delayed ng order ko, tapos hindi ko alam kung anong nangyari sa package ko!",Filipino,negative
"sobrang bagal ng shipping, hindi ko alam kung anong nangyari sa order ko!",Filipino,negative
"hindi ko alam kung nasaan na yung package ko, hanggang ngayon wala pa ring updates!",Filipino,negative
walang sinabing reason yung courier kung bakit ang tagal dumating ng order ko!,Filipino,negative
"hindi ko pa rin natanggap yung item ko, laging delayed, nakakainis na!",Filipino,negative
"ang tagal ng pag-deliver, tapos ang laki pa ng shipping fee!",Filipino,negative
"wala na akong balita tungkol sa order ko, ang bagal ng delivery!",Filipino,negative
"walang updates sa tracking, sobrang frustrating na ng pag-hintay!",Filipino,negative
"sobrang tagal bago dumating, hanggang ngayon wala pa ring movement sa tracking!",Filipino,negative
"hindi ko pa natanggap yung order ko, wala ring updates kahit matagal na!",Filipino,negative
"hindi ko alam kung nasaan na yung package ko, wala pang notification!",Filipino,negative
"ang tagal dumating ng item ko, tapos wala ring feedback mula sa delivery service!",Filipino,negative
"hindi ko pa rin natanggap ang package ko, ang bagal ng delivery!",Filipino,negative
"delayed pa rin yung order ko, and wala akong updates kung anong nangyari sa delivery!",Filipino,negative
"ang tagal dumating ng order ko, tapos wala ring proper updates sa delivery!",Filipino,negative
"hindi ko pa natanggap yung item ko, kahit na-order ko siya ng maaga!",Filipino,negative
"wala pa ring tracking update, tapos hindi ko alam kung anong nangyari sa order ko!",Filipino,negative
"ang bagal ng delivery, hindi ko pa natanggap after one week!",Filipino,negative
"hindi ko pa rin natanggap yung order ko, ang tagal na!",Filipino,negative
"sobrang delayed na nung order ko, hindi ko alam kung anong nangyari sa courier!",Filipino,negative
"walang sinabing reason kung bakit ang bagal ng delivery, nakakainis na!",Filipino,negative
"hindi ko pa natanggap yung order ko, tatlong linggo na at wala pang update!",Filipino,negative
"ang tagal dumating ng package ko, walang updates sa tracking system!",Filipino,negative
